zwemwaterlocatie_id,naam,status,historie,e_coli,e_coli_datum,int_ent,int_ent_datum
5bb60ddb-a0a0-54ac-a2b3-c647ddd1933f,Marineterrein,slecht,"nieuwe zwemlocatie (niet-officieël, wel gemonitord)",,2023-01-25 15:02:55.016453,,2023-01-25 15:02:55.016453
