zwemwaterlocatie_id,naam,status,historie,e_coli,e_coli_datum,int_ent,int_ent_datum
5bb60ddb-a0a0-54ac-a2b3-c647ddd1933f,Marineterrein,slecht,"nieuwe zwemlocatie (niet-officieël, wel gemonitord)",,2023-02-26 10:06:52.868346,,2023-02-26 10:06:52.868346
